OMS_SKU,OMS_Inventory,Buffer_Stock,Amazon_Inventory,Myntra_Other_Inventory,Flipkart_Inventory,Marketplace_Total,Total_Inventory,Manual_InTransit,Not_In_Inventory_Qty
1695YKMAROON-7XL,6.0,2.0,3.0,0.0,0.0,3.0,9.0,0,0
1695YKMAROON-8XL,16.0,1.0,2.0,0.0,0.0,4.0,20.0,2,0
1695YKMAROON-L,1.0,0.0,4.0,0.0,0.0,8.0,9.0,4,0
1695YKMAROON-M,1.0,0.0,0.0,0.0,0.0,4.0,5.0,4,0
1695YKMAROON-S,17.0,4.0,5.0,0.0,0.0,5.0,22.0,0,0
1695YKMAROON-XXL,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0,0
1696YKLAVENDER-L,76.0,4.0,1.0,0.0,0.0,1.0,77.0,0,0
1696YKLAVENDER-M,38.0,4.0,2.0,0.0,0.0,2.0,40.0,0,0
1696YKLAVENDER-S,42.0,4.0,5.0,0.0,0.0,5.0,47.0,0,0
1696YKLAVENDER-XL,58.0,4.0,6.0,0.0,0.0,6.0,64.0,0,0
1696YKLAVENDER-XXL,61.0,5.0,3.0,0.0,0.0,3.0,64.0,0,0
1698YKGREEN-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1698YKGREEN-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1698YKGREEN-XL,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0
1698YKGREEN-XXL,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0
1699YKLEVENDEAR-XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
169YK148TEAL-S,7.0,2.0,0.0,0.0,0.0,0.0,7.0,0,0
1700YKGREEN-L,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1700YKGREEN-XL,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1700YKGREEN-XXL,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1701YKMULTI-L,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1701YKMULTI-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1701YKMULTI-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1701YKMULTI-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1712YKBLUE-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1712YKBLUE-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1712YKBLUE-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1712YKBLUE-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1713YKGREEN-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1713YKGREEN-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1714YKPINK-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1714YKPINK-M,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1714YKPINK-XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1715YKPINK-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1715YKPINK-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1716YKPURPLE-M,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1716YKPURPLE-XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1716YKPURPLE-XXL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1717YKBLUE-L,8.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0
1717YKBLUE-M,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0
1717YKBLUE-XL,9.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0
1717YKBLUE-XXL,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0
1718YKPINK-L,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
1718YKPINK-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1718YKPINK-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1718YKPINK-XXL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
171YK184MEHROON-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1720YKBEIGE-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1722YKWHITE-L,40.0,2.0,1.0,0.0,0.0,1.0,41.0,0,0
1722YKWHITE-M,38.0,2.0,1.0,0.0,0.0,1.0,39.0,0,0
1722YKWHITE-S,19.0,2.0,0.0,0.0,0.0,0.0,19.0,0,0
1722YKWHITE-XL,42.0,2.0,1.0,0.0,0.0,1.0,43.0,0,0
1722YKWHITE-XXL,23.0,2.0,13.0,0.0,0.0,13.0,36.0,0,0
1724YKMULTI-L,46.0,2.0,2.0,0.0,0.0,2.0,48.0,0,0
1724YKMULTI-M,44.0,2.0,1.0,0.0,0.0,1.0,45.0,0,0
1724YKMULTI-S,18.0,1.0,1.0,0.0,0.0,1.0,19.0,0,0
1724YKMULTI-XL,43.0,3.0,4.0,0.0,0.0,4.0,47.0,0,0
1726YKGREY-3XL,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,0
1726YKGREY-4XL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1726YKGREY-5XL,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1726YKGREY-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1726YKGREY-M,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1726YKGREY-S,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1726YKGREY-XL,8.0,3.0,3.0,0.0,0.0,3.0,11.0,0,0
1726YKGREY-XXL,5.0,3.0,12.0,0.0,0.0,15.0,20.0,3,0
1728YKGREEN-L,34.0,2.0,1.0,0.0,0.0,1.0,35.0,0,0
1728YKGREEN-M,24.0,2.0,3.0,0.0,0.0,3.0,27.0,0,0
1728YKGREEN-S,33.0,2.0,2.0,0.0,0.0,2.0,35.0,0,0
1728YKGREEN-XL,15.0,3.0,3.0,0.0,0.0,3.0,18.0,0,0
1728YKGREEN-XS,40.0,2.0,2.0,0.0,0.0,2.0,42.0,0,0
1729YKGREEN-L,25.0,2.0,2.0,0.0,0.0,2.0,27.0,0,0
1729YKGREEN-M,6.0,2.0,1.0,0.0,0.0,1.0,7.0,0,0
1729YKGREEN-S,16.0,2.0,1.0,0.0,0.0,1.0,17.0,0,0
1729YKGREEN-XL,9.0,3.0,2.0,0.0,0.0,2.0,11.0,0,0
1729YKGREEN-XXL,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0,0
1733YKGREEN-L,63.0,6.0,1.0,0.0,0.0,1.0,64.0,0,0
1733YKGREEN-M,67.0,7.0,2.0,0.0,0.0,2.0,69.0,0,0
1733YKGREEN-S,55.0,7.0,1.0,0.0,0.0,1.0,56.0,0,0
1733YKGREEN-XL,66.0,7.0,1.0,0.0,0.0,1.0,67.0,0,0
1733YKGREEN-XXL,62.0,10.0,1.0,0.0,0.0,1.0,63.0,0,0
1734YKBLUE-XXL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1735YKPINK-L,38.0,6.0,6.0,0.0,0.0,6.0,44.0,0,0
1735YKPINK-M,46.0,6.0,2.0,0.0,0.0,2.0,48.0,0,0
1735YKPINK-S,22.0,7.0,1.0,0.0,0.0,1.0,23.0,0,0
1735YKPINK-XL,52.0,6.0,2.0,0.0,0.0,2.0,54.0,0,0
1735YKPINK-XXL,23.0,5.0,2.0,0.0,0.0,2.0,25.0,0,0
1736YKBLACK-3XL,39.0,5.0,7.0,0.0,0.0,7.0,46.0,0,0
1736YKBLACK-4XL,39.0,5.0,12.0,0.0,0.0,14.0,53.0,2,0
1736YKBLACK-5XL,34.0,6.0,6.0,0.0,0.0,6.0,40.0,0,0
1736YKBLACK-6XL,7.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0
1736YKBLACK-7XL,9.0,3.0,1.0,0.0,0.0,1.0,10.0,0,0
1736YKBLACK-8XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1736YKBLACK-L,40.0,4.0,10.0,0.0,0.0,10.0,50.0,0,0
1736YKBLACK-M,40.0,6.0,5.0,0.0,0.0,5.0,45.0,0,0
1736YKBLACK-S,8.0,4.0,4.0,0.0,0.0,6.0,14.0,2,0
1736YKBLACK-XL,28.0,8.0,8.0,0.0,0.0,8.0,36.0,0,0
1736YKBLACK-XXL,45.0,6.0,5.0,0.0,0.0,5.0,50.0,0,0
1737YKPINK-M,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0,0
1737YKPINK-S,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0,0
1738YKDWHITE-3XL,30.0,4.0,3.0,0.0,0.0,3.0,33.0,0,0
1738YKDWHITE-4XL,50.0,10.0,0.0,0.0,0.0,0.0,50.0,0,0
1738YKDWHITE-5XL,23.0,5.0,9.0,0.0,0.0,9.0,32.0,0,0
1738YKDWHITE-L,41.0,5.0,1.0,0.0,0.0,1.0,42.0,0,0
1738YKDWHITE-M,58.0,5.0,2.0,0.0,0.0,2.0,60.0,0,0
1738YKDWHITE-S,35.0,4.0,4.0,0.0,0.0,4.0,39.0,0,0
1738YKDWHITE-XL,31.0,5.0,2.0,0.0,0.0,4.0,35.0,2,0
1738YKDWHITE-XXL,28.0,5.0,4.0,0.0,0.0,4.0,32.0,0,0
1739YKDMULTI-3XL,40.0,4.0,9.0,0.0,0.0,9.0,49.0,0,0
1739YKDMULTI-4XL,49.0,4.0,4.0,0.0,0.0,4.0,53.0,0,0
1739YKDMULTI-5XL,44.0,4.0,4.0,0.0,0.0,4.0,48.0,0,0
1739YKDMULTI-6XL,12.0,6.0,1.0,0.0,0.0,1.0,13.0,0,0
1739YKDMULTI-7XL,13.0,2.0,1.0,0.0,0.0,1.0,14.0,0,0
1739YKDMULTI-8XL,16.0,3.0,3.0,0.0,0.0,3.0,19.0,0,0
1739YKDMULTI-L,33.0,2.0,2.0,0.0,0.0,2.0,35.0,0,0
1739YKDMULTI-M,54.0,2.0,5.0,0.0,0.0,5.0,59.0,0,0
1739YKDMULTI-S,21.0,2.0,5.0,0.0,0.0,5.0,26.0,0,0
1739YKDMULTI-XL,50.0,2.0,3.0,0.0,0.0,3.0,53.0,0,0
1739YKDMULTI-XS,17.0,2.0,2.0,0.0,0.0,2.0,19.0,0,0
1739YKDMULTI-XXL,43.0,3.0,5.0,0.0,0.0,5.0,48.0,0,0
1741YKMAROON-5XL,3.0,1.0,0.0,0.0,0.0,2.0,5.0,2,0
1741YKMAROON-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1741YKMAROON-M,0.0,0.0,5.0,0.0,0.0,9.0,9.0,4,0
1741YKMAROON-S,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1741YKMAROON-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1741YKMAROON-XXL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1742YKBLUE-3XL,8.0,5.0,13.0,0.0,0.0,13.0,21.0,0,0
1742YKBLUE-4XL,37.0,6.0,3.0,0.0,0.0,3.0,40.0,0,0
1742YKBLUE-5XL,15.0,2.0,4.0,0.0,0.0,6.0,21.0,2,0
1742YKBLUE-6XL,4.0,2.0,1.0,0.0,0.0,1.0,5.0,0,0
1742YKBLUE-7XL,11.0,3.0,2.0,0.0,0.0,2.0,13.0,0,0
1742YKBLUE-L,40.0,5.0,4.0,0.0,0.0,4.0,44.0,0,0
1742YKBLUE-M,8.0,2.0,3.0,0.0,0.0,3.0,11.0,0,0
1742YKBLUE-S,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0
1742YKBLUE-XL,14.0,3.0,6.0,0.0,0.0,6.0,20.0,0,0
1742YKBLUE-XXL,32.0,3.0,3.0,0.0,0.0,3.0,35.0,0,0
1743YKYELLOW-3XL,11.0,8.0,9.0,0.0,0.0,13.0,24.0,4,0
1743YKYELLOW-4XL,12.0,9.0,6.0,0.0,0.0,12.0,24.0,6,0
1743YKYELLOW-5XL,7.0,6.0,0.0,0.0,0.0,2.0,9.0,2,0
1743YKYELLOW-L,4.0,3.0,6.0,0.0,0.0,10.0,14.0,4,0
1743YKYELLOW-M,16.0,6.0,15.0,0.0,0.0,15.0,31.0,0,0
1743YKYELLOW-S,31.0,5.0,7.0,0.0,0.0,7.0,38.0,0,0
1743YKYELLOW-XL,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4,0
1743YKYELLOW-XXL,0.0,0.0,3.0,0.0,0.0,7.0,7.0,4,0
1744YKMULTI-3XL,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0,0
1744YKMULTI-4XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1744YKMULTI-5XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1744YKMULTI-L,4.0,3.0,10.0,0.0,0.0,14.0,18.0,4,0
1744YKMULTI-M,31.0,5.0,5.0,0.0,0.0,5.0,36.0,0,0
1744YKMULTI-S,4.0,3.0,2.0,0.0,0.0,2.0,6.0,0,0
1744YKMULTI-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1744YKMULTI-XXL,19.0,5.0,17.0,0.0,0.0,17.0,36.0,0,0
1746YKYELLOW-3XL,15.0,8.0,3.0,0.0,0.0,3.0,18.0,0,0
1746YKYELLOW-4XL,13.0,8.0,7.0,0.0,0.0,7.0,20.0,0,0
1746YKYELLOW-5XL,6.0,3.0,3.0,0.0,0.0,5.0,11.0,2,0
1746YKYELLOW-L,45.0,5.0,2.0,0.0,0.0,2.0,47.0,0,0
1746YKYELLOW-M,53.0,5.0,1.0,0.0,0.0,1.0,54.0,0,0
1746YKYELLOW-S,3.0,2.0,1.0,0.0,0.0,1.0,4.0,0,0
1746YKYELLOW-XL,30.0,7.0,4.0,0.0,0.0,6.0,36.0,2,0
1746YKYELLOW-XXL,30.0,8.0,8.0,0.0,0.0,8.0,38.0,0,0
1748YKMULTI-3XL,42.0,5.0,3.0,0.0,0.0,3.0,45.0,0,0
1748YKMULTI-4XL,41.0,4.0,2.0,0.0,0.0,2.0,43.0,0,0
1748YKMULTI-5XL,22.0,5.0,4.0,0.0,0.0,4.0,26.0,0,0
1748YKMULTI-L,75.0,4.0,2.0,0.0,0.0,2.0,77.0,0,0
1748YKMULTI-M,75.0,4.0,2.0,0.0,0.0,2.0,77.0,0,0
1748YKMULTI-S,16.0,3.0,1.0,0.0,0.0,1.0,17.0,0,0
1748YKMULTI-XL,64.0,4.0,2.0,0.0,0.0,2.0,66.0,0,0
1748YKMULTI-XXL,67.0,5.0,1.0,0.0,0.0,1.0,68.0,0,0
1749YKPINK-L,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
1749YKPINK-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1750YKPURPLE-3XL,60.0,2.0,1.0,0.0,0.0,1.0,61.0,0,0
1750YKPURPLE-4XL,45.0,10.0,0.0,0.0,0.0,0.0,45.0,0,0
1750YKPURPLE-5XL,27.0,5.0,5.0,0.0,0.0,5.0,32.0,0,0
1750YKPURPLE-L,64.0,2.0,1.0,0.0,0.0,1.0,65.0,0,0
1750YKPURPLE-M,82.0,2.0,1.0,0.0,0.0,1.0,83.0,0,0
1750YKPURPLE-S,57.0,2.0,2.0,0.0,0.0,2.0,59.0,0,0
1750YKPURPLE-XL,60.0,2.0,1.0,0.0,0.0,1.0,61.0,0,0
1750YKPURPLE-XXL,65.0,6.0,2.0,0.0,0.0,2.0,67.0,0,0
1751YKMUSTARD-3XL,11.0,6.0,28.0,0.0,0.0,29.0,40.0,0,1
1751YKMUSTARD-4XL,11.0,5.0,20.0,0.0,0.0,21.0,32.0,0,1
1751YKMUSTARD-5XL,13.0,4.0,18.0,0.0,0.0,18.0,31.0,0,0
1751YKMUSTARD-M,7.0,6.0,14.0,0.0,0.0,18.0,25.0,4,0
1751YKMUSTARD-S,6.0,4.0,12.0,0.0,0.0,16.0,22.0,4,0
1751YKMUSTARD-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1751YKMUSTARD-XXL,8.0,5.0,27.0,0.0,0.0,27.0,35.0,0,0
1752YKMULT-6XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1752YKMULT-7XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1752YKMULT-8XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1752YKMULTI-3XL,2.0,1.0,2.0,0.0,0.0,2.0,4.0,0,0
1752YKMULTI-4XL,1.0,0.0,5.0,0.0,0.0,13.0,14.0,8,0
1752YKMULTI-5XL,1.0,0.0,4.0,0.0,0.0,11.0,12.0,7,0
1752YKMULTI-6XL,6.0,4.0,0.0,0.0,0.0,0.0,6.0,0,0
1752YKMULTI-7XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1752YKMULTI-8XL,2.0,2.0,5.0,0.0,0.0,9.0,11.0,4,0
1752YKMULTI-L,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1752YKMULTI-M,7.0,3.0,1.0,0.0,0.0,1.0,8.0,0,0
1752YKMULTI-S,33.0,5.0,2.0,0.0,0.0,2.0,35.0,0,0
1752YKMULTI-XL,3.0,3.0,2.0,0.0,0.0,4.0,7.0,2,0
1752YKMULTI-XXL,6.0,3.0,4.0,0.0,0.0,6.0,12.0,2,0
1753YKGREEN-3XL,22.0,5.0,1.0,0.0,0.0,1.0,23.0,0,0
1753YKGREEN-4XL,17.0,3.0,2.0,0.0,0.0,2.0,19.0,0,0
1753YKGREEN-5XL,10.0,2.0,2.0,0.0,0.0,2.0,12.0,0,0
1753YKGREEN-L,8.0,2.0,1.0,0.0,0.0,1.0,9.0,0,0
1753YKGREEN-M,14.0,3.0,3.0,0.0,0.0,3.0,17.0,0,0
1753YKGREEN-S,26.0,4.0,5.0,0.0,0.0,5.0,31.0,0,0
1753YKGREEN-XL,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0,0
1753YKGREEN-XXL,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0
1755YKBLUE-3XL,13.0,5.0,2.0,0.0,0.0,2.0,15.0,0,0
1755YKBLUE-4XL,0.0,0.0,2.0,0.0,0.0,4.0,4.0,2,0
1755YKBLUE-L,29.0,5.0,2.0,0.0,0.0,2.0,31.0,0,0
1755YKBLUE-M,18.0,7.0,3.0,0.0,0.0,3.0,21.0,0,0
1755YKBLUE-S,19.0,5.0,4.0,0.0,0.0,4.0,23.0,0,0
1755YKBLUE-XL,22.0,5.0,2.0,0.0,0.0,2.0,24.0,0,0
1755YKBLUE-XXL,7.0,2.0,2.0,0.0,0.0,2.0,9.0,0,0
1756YKWHITE-3XL,6.0,3.0,2.0,0.0,0.0,2.0,8.0,0,0
1756YKWHITE-4XL,46.0,3.0,6.0,0.0,0.0,6.0,52.0,0,0
1756YKWHITE-5XL,27.0,2.0,2.0,0.0,0.0,2.0,29.0,0,0
1756YKWHITE-6XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1756YKWHITE-7XL,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
1756YKWHITE-L,23.0,3.0,5.0,0.0,0.0,5.0,28.0,0,0
1756YKWHITE-M,30.0,7.0,9.0,0.0,0.0,9.0,39.0,0,0
1756YKWHITE-S,11.0,2.0,1.0,0.0,0.0,1.0,12.0,0,0
1756YKWHITE-XL,30.0,3.0,2.0,0.0,0.0,2.0,32.0,0,0
1756YKWHITE-XXL,19.0,6.0,5.0,0.0,0.0,5.0,24.0,0,0
1758YKPINK-3XL,12.0,2.0,0.0,0.0,0.0,0.0,12.0,0,0
1758YKPINK-4XL,11.0,3.0,1.0,0.0,0.0,1.0,12.0,0,0
1758YKPINK-5XL,9.0,2.0,2.0,0.0,0.0,4.0,13.0,2,0
1758YKPINK-L,9.0,2.0,2.0,0.0,0.0,2.0,11.0,0,0
1758YKPINK-M,8.0,2.0,0.0,0.0,0.0,0.0,8.0,0,0
1758YKPINK-S,12.0,2.0,0.0,0.0,0.0,0.0,12.0,0,0
1758YKPINK-XL,11.0,3.0,2.0,0.0,0.0,2.0,13.0,0,0
1758YKPINK-XXL,10.0,2.0,0.0,0.0,0.0,0.0,10.0,0,0
1759YKMULTI-L,19.0,2.0,0.0,0.0,0.0,0.0,19.0,0,0
1759YKMULTI-M,7.0,2.0,0.0,0.0,0.0,0.0,7.0,0,0
1759YKMULTI-S,29.0,2.0,1.0,0.0,0.0,1.0,30.0,0,0
1759YKMULTI-XL,20.0,2.0,1.0,0.0,0.0,1.0,21.0,0,0
1759YKMULTI-XXL,11.0,3.0,2.0,0.0,0.0,2.0,13.0,0,0
1760YKPINK-5XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1760YKPINK-M,6.0,2.0,3.0,0.0,0.0,3.0,9.0,0,0
1760YKPINK-S,4.0,1.0,1.0,0.0,0.0,1.0,5.0,0,0
1760YKPINK-XS,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1761YKLAVENDER-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1763YKPINK-L,21.0,3.0,2.0,0.0,0.0,2.0,23.0,0,0
1763YKPINK-M,23.0,3.0,2.0,0.0,0.0,2.0,25.0,0,0
1763YKPINK-S,15.0,4.0,1.0,0.0,0.0,1.0,16.0,0,0
1763YKPINK-XL,14.0,4.0,4.0,0.0,0.0,4.0,18.0,0,0
1763YKPINK-XXL,17.0,4.0,0.0,0.0,0.0,0.0,17.0,0,0
1764YKBLUE-L,14.0,7.0,1.0,0.0,0.0,1.0,15.0,0,0
1764YKBLUE-M,47.0,4.0,2.0,0.0,0.0,2.0,49.0,0,0
1764YKBLUE-S,24.0,6.0,1.0,0.0,0.0,1.0,25.0,0,0
1764YKBLUE-XL,47.0,5.0,2.0,0.0,0.0,2.0,49.0,0,0
1764YKBLUE-XXL,37.0,7.0,1.0,0.0,0.0,1.0,38.0,0,0
1765YKBLUE-L,65.0,7.0,2.0,0.0,0.0,2.0,67.0,0,0
1765YKBLUE-M,69.0,6.0,1.0,0.0,0.0,1.0,70.0,0,0
1765YKBLUE-S,48.0,7.0,2.0,0.0,0.0,2.0,50.0,0,0
1765YKBLUE-XL,71.0,7.0,1.0,0.0,0.0,1.0,72.0,0,0
1765YKBLUE-XXL,64.0,7.0,1.0,0.0,0.0,1.0,65.0,0,0
1766YKMULTI-L,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1766YKMULTI-M,2.0,3.0,1.0,0.0,0.0,1.0,3.0,0,0
1766YKMULTI-S,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1767YKBLUE-L,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
1767YKBLUE-S,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
1768YKBLACK-L,6.0,3.0,0.0,0.0,0.0,2.0,8.0,2,0
1768YKBLACK-M,8.0,7.0,3.0,0.0,0.0,3.0,11.0,0,0
1768YKBLACK-S,33.0,11.0,2.0,0.0,0.0,2.0,35.0,0,0
1769YKBLACK-L,31.0,5.0,3.0,0.0,0.0,3.0,34.0,0,0
1769YKBLACK-M,41.0,6.0,2.0,0.0,0.0,2.0,43.0,0,0
1769YKBLACK-S,44.0,6.0,1.0,0.0,0.0,1.0,45.0,0,0
1769YKBLACK-XL,33.0,6.0,3.0,0.0,0.0,3.0,36.0,0,0
1769YKBLACK-XXL,29.0,4.0,3.0,0.0,0.0,3.0,32.0,0,0
1771YKDGREEN-3XL,11.0,3.0,2.0,0.0,0.0,4.0,15.0,2,0
1771YKDGREEN-5XL,1.0,2.0,2.0,0.0,0.0,2.0,3.0,0,0
1771YKDGREEN-L,48.0,3.0,0.0,0.0,0.0,0.0,48.0,0,0
1771YKDGREEN-M,47.0,5.0,1.0,0.0,0.0,1.0,48.0,0,0
1771YKDGREEN-S,32.0,3.0,3.0,0.0,0.0,3.0,35.0,0,0
1771YKDGREEN-XL,39.0,3.0,4.0,0.0,0.0,4.0,43.0,0,0
1771YKDGREEN-XXL,34.0,5.0,2.0,2.0,0.0,4.0,38.0,0,0
1772YKDMULTI-3XL,74.0,9.0,1.0,1.0,0.0,2.0,76.0,0,0
1772YKDMULTI-4XL,75.0,9.0,1.0,0.0,0.0,1.0,76.0,0,0
1772YKDMULTI-5XL,43.0,8.0,1.0,3.0,0.0,6.0,49.0,2,0
1772YKDMULTI-L,73.0,6.0,1.0,0.0,0.0,1.0,74.0,0,0
1772YKDMULTI-M,73.0,5.0,3.0,0.0,0.0,3.0,76.0,0,0
1772YKDMULTI-S,47.0,10.0,2.0,0.0,0.0,2.0,49.0,0,0
1772YKDMULTI-XL,65.0,5.0,1.0,0.0,0.0,1.0,66.0,0,0
1772YKDMULTI-XXL,85.0,7.0,1.0,0.0,0.0,1.0,86.0,0,0
1774YKMULTI-L,3.0,3.0,2.0,0.0,0.0,2.0,5.0,0,0
1774YKMULTI-M,1.0,1.0,2.0,0.0,0.0,4.0,5.0,2,0
1774YKMULTI-S,17.0,3.0,1.0,0.0,0.0,1.0,18.0,0,0
1774YKMULTI-XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1775YKBLUE-3XL,92.0,5.0,9.0,0.0,0.0,12.0,104.0,3,0
1775YKBLUE-4XL,73.0,3.0,9.0,0.0,0.0,21.0,94.0,3,9
1775YKBLUE-5XL,57.0,4.0,2.0,0.0,3.0,5.0,62.0,0,0
1775YKBLUE-6XL,22.0,3.0,7.0,0.0,0.0,9.0,31.0,2,0
1775YKBLUE-7XL,21.0,5.0,0.0,0.0,0.0,0.0,21.0,0,0
1775YKBLUE-8XL,22.0,2.0,4.0,0.0,0.0,4.0,26.0,0,0
1775YKBLUE-L,35.0,2.0,3.0,0.0,0.0,7.0,42.0,4,0
1775YKBLUE-M,36.0,6.0,4.0,0.0,0.0,5.0,41.0,0,1
1775YKBLUE-S,14.0,3.0,2.0,0.0,0.0,2.0,16.0,0,0
1775YKBLUE-XL,105.0,2.0,6.0,0.0,0.0,26.0,131.0,0,20
1775YKBLUE-XS,19.0,2.0,0.0,0.0,0.0,0.0,19.0,0,0
1775YKBLUE-XXL,90.0,4.0,15.0,0.0,0.0,26.0,116.0,0,11
1777YKOFFWHITE-3XL,25.0,6.0,14.0,0.0,0.0,14.0,39.0,0,0
1777YKOFFWHITE-4XL,43.0,3.0,18.0,0.0,0.0,18.0,61.0,0,0
1777YKOFFWHITE-5XL,62.0,5.0,23.0,0.0,0.0,23.0,85.0,0,0
1777YKOFFWHITE-L,203.0,12.0,93.0,0.0,0.0,103.0,306.0,10,0
1777YKOFFWHITE-M,63.0,10.0,41.0,0.0,0.0,41.0,104.0,0,0
1777YKOFFWHITE-S,41.0,6.0,15.0,0.0,0.0,15.0,56.0,0,0
1777YKOFFWHITE-XL,25.0,1.0,14.0,0.0,0.0,16.0,41.0,2,0
1777YKOFFWHITE-XS,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1777YKOFFWHITE-XXL,15.0,6.0,3.0,0.0,0.0,3.0,18.0,0,0
1778YKBLUE-L,7.0,2.0,3.0,0.0,0.0,3.0,10.0,0,0
1778YKBLUE-M,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1778YKBLUE-S,21.0,2.0,1.0,0.0,0.0,1.0,22.0,0,0
1778YKBLUE-XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1778YKBLUE-XXL,11.0,5.0,0.0,0.0,0.0,0.0,11.0,0,0
